Activity Period,Operating Airline,GEO Summary,GEO Region,Price Category Code,Terminal,Boarding Area,Passenger Count,Year,Month
200610,16,0,0,1,0,2,66829,2006,9
200610,17,1,2,1,3,6,14889,2006,9
200610,17,1,2,1,3,6,11900,2006,9
200610,18,0,0,0,0,2,18901,2006,9
200610,18,0,0,0,0,2,18769,2006,9
200610,19,0,0,1,0,2,7250,2006,9
200610,19,0,0,1,0,2,7581,2006,9
200610,20,0,0,1,0,1,4407,2006,9
200610,20,0,0,1,0,1,4401,2006,9
200610,21,1,3,1,3,0,600,2006,9
200610,21,1,3,1,3,0,818,2006,9
200610,23,1,2,1,3,0,8495,2006,9
200610,23,1,2,1,3,0,8598,2006,9
200610,24,1,3,1,3,0,8421,2006,9
200610,24,1,3,1,3,0,7998,2006,9
200610,25,1,2,1,3,0,4028,2006,9
200610,25,1,2,1,3,0,4318,2006,9
200610,26,1,3,1,3,6,21044,2006,9
200610,26,1,3,1,3,6,20076,2006,9
200610,28,1,5,1,3,6,5288,2006,9
200610,28,1,5,1,3,6,6655,2006,9
200610,29,0,0,1,2,4,2058,2006,9
200610,29,0,0,1,2,4,3985,2006,9
200610,30,0,0,1,0,2,53632,2006,9
200610,30,0,0,1,0,2,54324,2006,9
200610,30,1,2,1,3,0,6142,2006,9
200610,30,1,2,1,3,0,6766,2006,9
200610,31,1,2,1,3,0,9434,2006,9
200610,31,1,2,1,3,0,9850,2006,9
200610,44,1,4,1,3,0,3393,2006,9
200610,44,1,4,1,3,0,3779,2006,9
200610,32,1,2,1,3,6,14070,2006,9
200707,36,0,0,1,0,1,40339,2007,6
200610,32,1,2,1,3,6,16501,2006,9
200610,33,0,0,1,0,2,6939,2006,9
200610,33,0,0,1,0,2,6586,2006,9
200610,33,0,0,1,2,5,99716,2006,9
200610,33,0,0,1,2,5,98770,2006,9
200610,33,1,1,1,2,5,6869,2006,9
200610,33,1,1,1,2,5,6319,2006,9
200610,46,0,0,0,3,0,3357,2006,9
200610,46,0,0,0,3,0,3330,2006,9
200610,34,0,0,0,0,1,3537,2006,9
200610,34,0,0,0,0,1,3471,2006,9
200610,35,1,6,1,3,0,3136,2006,9
200610,35,1,6,1,3,0,3343,2006,9
200610,36,0,0,0,0,1,36179,2006,9
200610,36,0,0,1,0,1,36461,2006,9
200610,36,0,0,0,0,1,34826,2006,9
200610,36,0,0,1,0,1,38116,2006,9
200610,37,0,0,1,0,1,55699,2006,9
200610,37,0,0,1,0,1,56017,2006,9
200610,38,0,0,1,3,6,5266,2006,9
200610,38,0,0,1,3,6,133,2006,9
200610,38,0,0,1,2,4,27330,2006,9
200610,38,0,0,1,2,4,25339,2006,9
200610,38,0,0,1,2,4,378,2006,9
200610,38,0,0,0,2,5,53571,2006,9
200610,38,0,0,1,2,5,387762,2006,9
200610,38,0,0,0,2,5,52548,2006,9
200610,38,0,0,1,2,5,384259,2006,9
200610,38,0,0,1,2,5,6449,2006,9
200610,38,1,2,1,3,6,67106,2006,9
200610,38,1,2,1,3,6,73855,2006,9
200610,38,1,2,1,3,6,3678,2006,9
200610,38,1,4,1,3,6,6631,2006,9
200610,38,1,4,1,3,6,9539,2006,9
200610,38,1,4,1,3,6,915,2006,9
200610,38,1,1,1,2,5,13454,2006,9
200610,38,1,1,1,2,5,11609,2006,9
200610,38,1,1,1,2,5,2,2006,9
200610,38,1,3,1,3,6,25581,2006,9
200610,38,1,3,1,3,6,24988,2006,9
200610,38,1,3,1,3,6,396,2006,9
200610,38,1,5,1,3,6,7412,2006,9
200610,38,1,5,1,3,6,8433,2006,9
200610,38,1,5,1,3,6,279,2006,9
200610,39,1,3,1,3,0,9779,2006,9
200610,39,1,3,1,3,0,9902,2006,9
200611,0,0,0,0,3,0,85,2006,10
200611,1,1,1,1,2,4,19170,2006,10
200611,1,1,1,1,2,4,18886,2006,10
200611,2,1,2,1,3,6,5315,2006,10
200611,2,1,2,1,3,6,4930,2006,10
200611,3,1,3,1,3,0,6414,2006,10
200611,3,1,3,1,3,0,6833,2006,10
200611,4,1,4,1,3,6,5502,2006,10
200611,4,1,4,1,3,6,6762,2006,10
200611,5,0,0,0,0,1,7241,2006,10
200611,5,0,0,0,0,1,7536,2006,10
200611,6,0,0,1,0,1,42136,2006,10
200611,6,0,0,1,0,1,45516,2006,10
200611,6,0,0,1,0,1,2577,2006,10
200611,6,1,1,1,0,1,3625,2006,10
200707,36,0,0,0,0,1,48004,2007,6
200611,6,1,1,1,0,1,4869,2006,10
200611,6,1,1,1,0,1,945,2006,10
200611,6,1,5,1,3,0,11014,2006,10
200611,6,1,5,1,3,0,13062,2006,10
200611,6,1,5,1,3,0,1460,2006,10
200611,7,1,2,1,3,6,6008,2006,10
200611,7,1,2,1,3,6,5977,2006,10
200611,8,0,0,1,2,4,136199,2006,10
200611,8,0,0,1,2,4,137123,2006,10
200611,9,0,0,1,2,4,3370,2006,10
200611,9,0,0,1,2,4,3119,2006,10
200611,45,0,0,1,4,7,1,2006,10
200611,45,0,0,1,4,7,1,2006,10
200611,10,1,2,1,3,0,4515,2006,10
200611,10,1,2,1,3,0,3913,2006,10
200611,11,0,0,1,0,2,1313,2006,10
200611,11,0,0,1,0,2,1372,2006,10
200611,13,1,3,1,3,0,14642,2006,10
200611,13,1,3,1,3,0,14974,2006,10
200611,14,1,2,1,3,0,10258,2006,10
200611,14,1,2,1,3,0,10181,2006,10
200611,15,1,2,1,3,0,9575,2006,10
200611,15,1,2,1,3,0,11119,2006,10
200611,16,0,0,1,0,2,58291,2006,10
200611,16,0,0,1,0,2,58961,2006,10
200611,17,1,2,1,3,6,11209,2006,10
200611,17,1,2,1,3,6,12570,2006,10
200611,48,1,2,1,4,7,2,2006,10
200611,48,1,2,1,4,7,2,2006,10
200611,18,0,0,0,0,2,19846,2006,10
200611,18,0,0,0,0,2,19826,2006,10
200611,19,0,0,1,0,2,6805,2006,10
200611,19,0,0,1,0,2,7224,2006,10
200611,20,0,0,1,0,1,4241,2006,10
200611,20,0,0,1,0,1,4523,2006,10
200611,23,1,2,1,3,0,7907,2006,10
200611,23,1,2,1,3,0,7447,2006,10
200611,24,1,3,1,3,0,7660,2006,10
200611,24,1,3,1,3,0,7370,2006,10
200611,25,1,2,1,3,0,4014,2006,10
200611,25,1,2,1,3,0,3931,2006,10
200611,26,1,3,1,3,6,18802,2006,10
200611,26,1,3,1,3,6,17836,2006,10
200611,28,1,5,1,3,6,5390,2006,10
200611,28,1,5,1,3,6,7327,2006,10
200611,29,0,0,1,2,4,2049,2006,10
200611,29,0,0,1,2,4,3540,2006,10
200611,30,0,0,1,0,2,44142,2006,10
200611,30,0,0,1,0,2,44666,2006,10
200611,30,1,2,1,3,0,6241,2006,10
200611,30,1,2,1,3,0,6685,2006,10
200611,31,1,2,1,3,0,10320,2006,10
200611,31,1,2,1,3,0,8669,2006,10
200611,44,1,4,1,3,0,3433,2006,10
200611,44,1,4,1,3,0,3192,2006,10
200611,32,1,2,1,3,6,14627,2006,10
200611,32,1,2,1,3,6,15746,2006,10
200611,33,0,0,1,0,2,5748,2006,10
200611,33,0,0,1,0,2,5101,2006,10
200611,33,0,0,1,2,5,91439,2006,10
200611,33,0,0,1,2,5,91287,2006,10
200611,33,1,1,1,2,5,6120,2006,10
200611,33,1,1,1,2,5,5924,2006,10
200611,46,0,0,0,3,0,3146,2006,10
200611,46,0,0,0,3,0,3222,2006,10
200611,34,0,0,0,0,1,3520,2006,10
200611,34,0,0,0,0,1,3472,2006,10
200611,35,1,6,1,3,0,3756,2006,10
200611,35,1,6,1,3,0,4295,2006,10
200611,36,0,0,0,0,1,35498,2006,10
200611,36,0,0,1,0,1,31897,2006,10
200611,36,0,0,0,0,1,36370,2006,10
200611,36,0,0,1,0,1,34548,2006,10
200611,37,0,0,1,0,1,49094,2006,10
200611,37,0,0,1,0,1,49670,2006,10
200611,38,0,0,1,3,6,12290,2006,10
200611,38,0,0,1,3,6,309,2006,10
200611,38,0,0,1,2,4,25395,2006,10
200611,38,0,0,1,2,4,23999,2006,10
200611,38,0,0,1,2,4,331,2006,10
200611,38,0,0,0,2,5,53202,2006,10
200611,38,0,0,1,2,5,349495,2006,10
200611,38,0,0,0,2,5,52318,2006,10
200611,38,0,0,1,2,5,361206,2006,10
200611,38,0,0,1,2,5,5639,2006,10
200611,38,1,2,1,3,6,69657,2006,10
200611,38,1,2,1,3,6,67199,2006,10
200611,38,1,2,1,3,6,4133,2006,10
200611,38,1,4,1,3,6,8170,2006,10
200611,38,1,4,1,3,6,8157,2006,10
200611,38,1,4,1,3,6,1194,2006,10
200611,38,1,1,1,2,5,11617,2006,10
200611,38,1,1,1,2,5,12005,2006,10
200611,38,1,1,1,2,5,45,2006,10
200611,38,1,3,1,3,6,21324,2006,10
200611,38,1,3,1,3,6,21173,2006,10
200611,38,1,3,1,3,6,826,2006,10
200611,38,1,5,1,3,6,10294,2006,10
200611,38,1,5,1,3,6,11615,2006,10
200611,38,1,5,1,3,6,315,2006,10
200611,39,1,3,1,3,0,8044,2006,10
200611,39,1,3,1,3,0,7796,2006,10
200612,1,1,1,1,2,4,21281,2006,11
200612,1,1,1,1,2,4,20712,2006,11
200612,2,1,2,1,3,6,4618,2006,11
200612,2,1,2,1,3,6,4805,2006,11
200612,3,1,3,1,3,0,6761,2006,11
200612,3,1,3,1,3,0,7256,2006,11
200612,4,1,4,1,3,6,8731,2006,11
200612,4,1,4,1,3,6,8893,2006,11
200612,5,0,0,0,0,1,6997,2006,11
200612,5,0,0,0,0,1,6991,2006,11
200612,6,0,0,1,0,1,39362,2006,11
200612,6,0,0,1,0,1,45531,2006,11
200612,6,0,0,1,0,1,3011,2006,11
200612,6,1,1,1,0,1,3073,2006,11
200612,6,1,1,1,0,1,5422,2006,11
200612,6,1,1,1,0,1,1697,2006,11
200612,6,1,5,1,3,0,9837,2006,11
200612,6,1,5,1,3,0,14122,2006,11
200612,6,1,5,1,3,0,2230,2006,11
200612,7,1,2,1,3,6,5328,2006,11
200612,7,1,2,1,3,6,5801,2006,11
200612,8,0,0,1,2,4,133306,2006,11
200612,8,0,0,1,2,4,139122,2006,11
200612,9,0,0,1,2,4,3031,2006,11
200612,9,0,0,1,2,4,3038,2006,11
200612,45,0,0,1,4,7,4,2006,11
200612,45,0,0,1,4,7,4,2006,11
200612,10,1,2,1,3,0,4451,2006,11
200612,10,1,2,1,3,0,4467,2006,11
200612,11,0,0,1,0,2,1833,2006,11
200612,11,0,0,1,0,2,2289,2006,11
200612,13,1,3,1,3,0,15653,2006,11
200612,13,1,3,1,3,0,16644,2006,11
200612,14,1,2,1,3,0,9984,2006,11
200612,14,1,2,1,3,0,10577,2006,11
200612,15,1,2,1,3,0,10489,2006,11
200612,15,1,2,1,3,0,11613,2006,11
200612,16,0,0,1,0,2,53906,2006,11
200612,16,0,0,1,0,2,55353,2006,11
200612,17,1,2,1,3,6,12622,2006,11
200612,17,1,2,1,3,6,13884,2006,11
200612,18,0,0,0,0,2,17125,2006,11
200612,18,0,0,0,0,2,19646,2006,11
200612,19,0,0,1,0,2,6743,2006,11
200612,19,0,0,1,0,2,6776,2006,11
200612,20,0,0,1,0,1,4345,2006,11
200612,20,0,0,1,0,1,4721,2006,11
200612,23,1,2,1,3,0,7113,2006,11
200612,23,1,2,1,3,0,8191,2006,11
200612,24,1,3,1,3,0,7722,2006,11
200612,24,1,3,1,3,0,7309,2006,11
200612,25,1,2,1,3,0,4199,2006,11
200612,25,1,2,1,3,0,4540,2006,11
200612,26,1,3,1,3,6,19263,2006,11
200612,26,1,3,1,3,6,18555,2006,11
200612,28,1,5,1,3,6,5357,2006,11
200612,28,1,5,1,3,6,8566,2006,11
200612,29,0,0,1,2,4,1785,2006,11
200612,29,0,0,1,2,4,3579,2006,11
200612,30,0,0,1,0,2,45203,2006,11
200612,30,0,0,1,0,2,48080,2006,11
200612,30,1,2,1,3,0,6308,2006,11
200612,30,1,2,1,3,0,6840,2006,11
200612,31,1,2,1,3,0,8883,2006,11
200612,31,1,2,1,3,0,13021,2006,11
200612,44,1,4,1,3,0,6765,2006,11
200612,44,1,4,1,3,0,6389,2006,11
200612,32,1,2,1,3,6,16438,2006,11
200612,32,1,2,1,3,6,18142,2006,11
200612,33,0,0,1,0,2,5894,2006,11
200612,33,0,0,1,0,2,6063,2006,11
200612,33,0,0,1,2,5,91836,2006,11
200612,33,0,0,1,2,5,92379,2006,11
200612,33,1,1,1,2,5,6341,2006,11
200612,33,1,1,1,2,5,6352,2006,11
200612,34,0,0,0,0,1,3597,2006,11
200612,34,0,0,0,0,1,3827,2006,11
200612,35,1,6,1,3,0,4516,2006,11
200612,35,1,6,1,3,0,6260,2006,11
200612,36,0,0,0,0,1,36156,2006,11
200612,36,0,0,1,0,1,31897,2006,11
200612,36,0,0,0,0,1,38293,2006,11
200612,36,0,0,1,0,1,35548,2006,11
200612,37,0,0,1,0,1,50618,2006,11
200612,37,0,0,1,0,1,52589,2006,11
200612,38,0,0,1,3,6,14346,2006,11
200612,38,0,0,1,3,6,363,2006,11
200612,38,0,0,1,2,4,25034,2006,11
200612,38,0,0,1,2,4,24292,2006,11
200612,38,0,0,1,2,4,391,2006,11
200612,38,0,0,0,2,5,49392,2006,11
200612,38,0,0,1,2,5,345339,2006,11
200612,38,0,0,0,2,5,54105,2006,11
200612,38,0,0,1,2,5,364408,2006,11
200612,38,0,0,1,2,5,6677,2006,11
200612,38,1,2,1,3,6,65916,2006,11
200612,38,1,2,1,3,6,70588,2006,11
200612,38,1,2,1,3,6,3360,2006,11
200612,38,1,4,1,3,6,8892,2006,11
200612,38,1,4,1,3,6,8853,2006,11
200612,38,1,4,1,3,6,804,2006,11
200612,38,1,1,1,2,5,14662,2006,11
200612,38,1,1,1,2,5,15799,2006,11
200612,38,1,1,1,2,5,21,2006,11
200612,38,1,3,1,3,6,21866,2006,11
200612,38,1,3,1,3,6,22418,2006,11
200612,38,1,3,1,3,6,709,2006,11
200612,38,1,5,1,3,6,10696,2006,11
200612,38,1,5,1,3,6,12439,2006,11
200612,38,1,5,1,3,6,330,2006,11
200612,39,1,3,1,3,0,9050,2006,11
200612,39,1,3,1,3,0,8951,2006,11
200701,0,0,0,0,3,0,48,2007,0
200701,0,0,0,0,3,0,48,2007,0
200701,1,1,1,1,2,4,19541,2007,0
200701,1,1,1,1,2,4,18824,2007,0
200701,2,1,2,1,3,6,4845,2007,0
200701,2,1,2,1,3,6,4397,2007,0
200701,3,1,3,1,3,0,7200,2007,0
200701,3,1,3,1,3,0,6473,2007,0
200701,4,1,4,1,3,6,9254,2007,0
200701,4,1,4,1,3,6,9969,2007,0
200701,5,0,0,0,0,1,4171,2007,0
200701,5,0,0,0,0,1,4141,2007,0
200701,6,0,0,1,0,1,35595,2007,0
200701,6,0,0,1,0,1,35845,2007,0
200701,6,0,0,1,0,1,2260,2007,0
200701,6,1,1,1,0,1,2846,2007,0
200701,6,1,1,1,0,1,5199,2007,0
200701,6,1,1,1,0,1,1661,2007,0
200701,6,1,5,1,3,0,12645,2007,0
200701,6,1,5,1,3,0,11399,2007,0
200701,6,1,5,1,3,0,1460,2007,0
200701,7,1,2,1,3,6,6144,2007,0
200701,7,1,2,1,3,6,5189,2007,0
200701,8,0,0,1,2,4,124647,2007,0
200701,8,0,0,1,2,4,116955,2007,0
200701,9,0,0,1,2,4,3042,2007,0
200701,9,0,0,1,2,4,2576,2007,0
200701,45,0,0,1,4,7,10,2007,0
200701,10,1,2,1,3,0,4952,2007,0
200701,10,1,2,1,3,0,3526,2007,0
200701,11,0,0,1,0,2,2571,2007,0
200701,11,0,0,1,0,2,2999,2007,0
200701,13,1,3,1,3,0,16749,2007,0
200701,13,1,3,1,3,0,15835,2007,0
200701,14,1,2,1,3,0,11383,2007,0
200701,14,1,2,1,3,0,10285,2007,0
200701,15,1,2,1,3,0,11754,2007,0
200701,15,1,2,1,3,0,11617,2007,0
200701,16,0,0,1,0,2,47420,2007,0
200701,16,0,0,1,0,2,44243,2007,0
200701,17,1,2,1,3,6,14085,2007,0
200701,17,1,2,1,3,6,13206,2007,0
200701,18,0,0,0,0,2,17887,2007,0
200701,18,0,0,0,0,2,16997,2007,0
200701,19,0,0,1,0,2,7359,2007,0
200701,19,0,0,1,0,2,6959,2007,0
200701,20,0,0,1,0,1,4126,2007,0
200701,20,0,0,1,0,1,4212,2007,0
200701,23,1,2,1,3,0,9594,2007,0
200701,23,1,2,1,3,0,8021,2007,0
200701,24,1,3,1,3,0,6562,2007,0
200701,24,1,3,1,3,0,7695,2007,0
200701,25,1,2,1,3,0,4199,2007,0
200701,25,1,2,1,3,0,4540,2007,0
200701,26,1,3,1,3,6,19572,2007,0
200701,26,1,3,1,3,6,18254,2007,0
200701,27,0,0,1,0,1,1125,2007,0
200701,27,0,0,1,0,1,876,2007,0
200701,28,1,5,1,3,6,7039,2007,0
200701,28,1,5,1,3,6,5309,2007,0
200701,29,0,0,1,2,4,1922,2007,0
200701,29,0,0,1,2,4,3110,2007,0
200701,30,0,0,1,0,2,39234,2007,0
200701,30,0,0,1,0,2,39156,2007,0
200701,30,1,2,1,3,0,6950,2007,0
200701,30,1,2,1,3,0,6308,2007,0
200701,31,1,2,1,3,0,13763,2007,0
200701,31,1,2,1,3,0,12159,2007,0
200701,44,1,4,1,3,0,6894,2007,0
200701,44,1,4,1,3,0,7010,2007,0
200701,32,1,2,1,3,6,18403,2007,0
200701,32,1,2,1,3,6,17057,2007,0
200701,33,0,0,1,0,2,6769,2007,0
200701,33,0,0,1,0,2,6001,2007,0
200701,33,0,0,1,2,5,92189,2007,0
200701,33,0,0,1,2,5,91279,2007,0
200701,33,1,1,1,2,5,6136,2007,0
200701,33,1,1,1,2,5,6461,2007,0
200701,34,0,0,0,0,1,2596,2007,0
200701,34,0,0,0,0,1,2443,2007,0
200701,35,1,6,1,3,0,5352,2007,0
200701,35,1,6,1,3,0,4861,2007,0
200701,36,0,0,0,0,1,38855,2007,0
200701,36,0,0,1,0,1,26807,2007,0
200701,36,0,0,0,0,1,35226,2007,0
200701,36,0,0,1,0,1,26154,2007,0
200701,37,0,0,1,0,1,47307,2007,0
200701,37,0,0,1,0,1,42832,2007,0
200701,38,0,0,1,3,6,14346,2007,0
200701,38,0,0,1,3,6,363,2007,0
200701,38,0,0,1,2,4,23467,2007,0
200701,38,0,0,1,2,4,21619,2007,0
200701,38,0,0,1,2,4,421,2007,0
200701,38,0,0,0,2,5,46562,2007,0
200701,38,0,0,1,2,5,322569,2007,0
200701,38,0,0,0,2,5,44777,2007,0
200701,38,0,0,1,2,5,327638,2007,0
200701,38,0,0,1,2,5,7204,2007,0
200701,38,1,2,1,3,6,71731,2007,0
200701,38,1,2,1,3,6,65750,2007,0
200701,38,1,2,1,3,6,4247,2007,0
200701,38,1,4,1,3,6,8046,2007,0
200701,38,1,4,1,3,6,9260,2007,0
200701,38,1,4,1,3,6,1067,2007,0
200701,38,1,1,1,2,5,13918,2007,0
200701,38,1,1,1,2,5,15013,2007,0
200701,38,1,1,1,2,5,84,2007,0
200701,38,1,3,1,3,6,21032,2007,0
200701,38,1,3,1,3,6,19587,2007,0
200701,38,1,3,1,3,6,1052,2007,0
200701,38,1,5,1,3,6,9271,2007,0
200701,38,1,5,1,3,6,8698,2007,0
200701,38,1,5,1,3,6,150,2007,0
200701,39,1,3,1,3,0,9671,2007,0
200701,39,1,3,1,3,0,9318,2007,0
200702,1,1,1,1,2,4,19860,2007,1
200702,1,1,1,1,2,4,18450,2007,1
200702,2,1,2,1,3,6,3644,2007,1
200702,2,1,2,1,3,6,4424,2007,1
200702,3,1,3,1,3,0,6219,2007,1
200702,3,1,3,1,3,0,6199,2007,1
200702,4,1,4,1,3,6,6650,2007,1
200702,4,1,4,1,3,6,8000,2007,1
200702,5,0,0,0,0,1,2974,2007,1
200702,5,0,0,0,0,1,3084,2007,1
200702,6,0,0,1,0,1,36273,2007,1
200702,6,0,0,1,0,1,39189,2007,1
200702,6,0,0,1,0,1,2478,2007,1
200702,6,1,1,1,0,1,3547,2007,1
200702,6,1,1,1,0,1,5320,2007,1
200702,6,1,1,1,0,1,1284,2007,1
200702,6,1,5,1,3,0,10000,2007,1
200702,6,1,5,1,3,0,10627,2007,1
200702,6,1,5,1,3,0,1963,2007,1
200702,7,1,2,1,3,6,5311,2007,1
200702,7,1,2,1,3,6,4966,2007,1
200702,8,0,0,1,2,4,111975,2007,1
200702,8,0,0,1,2,4,111947,2007,1
200702,9,0,0,1,2,4,2902,2007,1
200702,9,0,0,1,2,4,2584,2007,1
200702,45,0,0,1,4,7,5,2007,1
200702,10,1,2,1,3,0,3857,2007,1
200702,10,1,2,1,3,0,3959,2007,1
200702,11,0,0,1,0,2,2338,2007,1
200702,11,0,0,1,0,2,2860,2007,1
200702,13,1,3,1,3,0,13263,2007,1
200702,13,1,3,1,3,0,12205,2007,1
200702,14,1,2,1,3,0,8994,2007,1
200702,14,1,2,1,3,0,9186,2007,1
200702,15,1,2,1,3,0,9053,2007,1
200702,15,1,2,1,3,0,10176,2007,1
200702,16,0,0,1,0,2,44361,2007,1
200702,16,0,0,1,0,2,43653,2007,1
200702,17,1,2,1,3,6,11353,2007,1
200702,17,1,2,1,3,6,12476,2007,1
200702,18,0,0,0,0,2,18251,2007,1
200702,18,0,0,0,0,2,18500,2007,1
200702,19,0,0,1,0,2,6439,2007,1
200702,19,0,0,1,0,2,6804,2007,1
200702,20,0,0,1,0,1,4100,2007,1
200702,20,0,0,1,0,1,4294,2007,1
200702,23,1,2,1,3,0,7561,2007,1
200702,23,1,2,1,3,0,7093,2007,1
200702,24,1,3,1,3,0,6708,2007,1
200702,24,1,3,1,3,0,5895,2007,1
200702,25,1,2,1,3,0,4148,2007,1
200702,25,1,2,1,3,0,3493,2007,1
200702,26,1,3,1,3,6,17080,2007,1
200702,26,1,3,1,3,6,16230,2007,1
200702,27,0,0,1,0,1,460,2007,1
200702,27,0,0,1,0,1,286,2007,1
200702,28,1,5,1,3,6,4601,2007,1
200702,28,1,5,1,3,6,4591,2007,1
200702,29,0,0,1,2,4,1610,2007,1
200702,29,0,0,1,2,4,2786,2007,1
200702,30,0,0,1,0,2,36931,2007,1
200702,30,0,0,1,0,2,36979,2007,1
200702,30,1,2,1,3,0,5885,2007,1
200702,30,1,2,1,3,0,5591,2007,1
200702,31,1,2,1,3,0,12189,2007,1
200702,31,1,2,1,3,0,9892,2007,1
200702,44,1,4,1,3,0,2850,2007,1
200702,44,1,4,1,3,0,3444,2007,1
200702,32,1,2,1,3,6,14330,2007,1
200702,32,1,2,1,3,6,14852,2007,1
200702,33,0,0,1,0,2,5869,2007,1
200702,33,0,0,1,0,2,5543,2007,1
200702,33,0,0,1,2,5,83779,2007,1
200702,33,0,0,1,2,5,84743,2007,1
200702,33,1,1,1,2,5,6060,2007,1
200702,33,1,1,1,2,5,6311,2007,1
200702,34,0,0,0,0,1,2050,2007,1
200702,34,0,0,0,0,1,1918,2007,1
200702,35,1,6,1,3,0,4159,2007,1
200702,35,1,6,1,3,0,3901,2007,1
200702,36,0,0,0,0,1,34684,2007,1
200702,36,0,0,1,0,1,20944,2007,1
200702,36,0,0,0,0,1,34291,2007,1
200702,36,0,0,1,0,1,22292,2007,1
200702,37,0,0,1,0,1,40568,2007,1
200702,37,0,0,1,0,1,39790,2007,1
200702,38,0,0,1,3,6,13111,2007,1
200702,38,0,0,1,3,6,170,2007,1
200702,38,0,0,1,2,4,22216,2007,1
200702,38,0,0,1,2,4,20845,2007,1
200702,38,0,0,1,2,4,387,2007,1
200702,38,0,0,0,2,5,43508,2007,1
200702,38,0,0,1,2,5,306419,2007,1
200702,38,0,0,0,2,5,43749,2007,1
200702,38,0,0,1,2,5,315514,2007,1
200702,38,0,0,1,2,5,6623,2007,1
200702,38,1,2,1,3,6,60050,2007,1
200702,38,1,2,1,3,6,60976,2007,1
200702,38,1,2,1,3,6,3706,2007,1
200702,38,1,4,1,3,6,7216,2007,1
200702,38,1,4,1,3,6,7709,2007,1
200702,38,1,4,1,3,6,938,2007,1
200702,38,1,1,1,2,5,12856,2007,1
200702,38,1,1,1,2,5,13801,2007,1
200702,38,1,1,1,2,5,63,2007,1
200702,38,1,3,1,3,6,18079,2007,1
200702,38,1,3,1,3,6,17674,2007,1
200702,38,1,3,1,3,6,893,2007,1
200702,38,1,5,1,3,6,6913,2007,1
200702,38,1,5,1,3,6,7397,2007,1
200702,38,1,5,1,3,6,197,2007,1
200702,39,1,3,1,3,0,7869,2007,1
200702,39,1,3,1,3,0,7727,2007,1
200703,49,1,5,1,3,0,262,2007,2
200703,49,1,5,1,3,0,262,2007,2
200703,1,1,1,1,2,4,21421,2007,2
200703,1,1,1,1,2,4,22508,2007,2
200703,2,1,2,1,3,6,5603,2007,2
200703,2,1,2,1,3,6,5902,2007,2
200703,3,1,3,1,3,0,8747,2007,2
200703,3,1,3,1,3,0,7846,2007,2
200703,4,1,4,1,3,6,9226,2007,2
200703,4,1,4,1,3,6,6210,2007,2
200703,5,0,0,0,0,1,3774,2007,2
200703,5,0,0,0,0,1,3849,2007,2
200703,6,0,0,1,0,1,41599,2007,2
200703,6,0,0,1,0,1,47844,2007,2
200703,6,0,0,1,0,1,4059,2007,2
200703,6,1,1,1,0,1,2971,2007,2
200703,6,1,1,1,0,1,6588,2007,2
200703,6,1,1,1,0,1,2131,2007,2
200703,6,1,5,1,3,0,11719,2007,2
200703,6,1,5,1,3,0,12328,2007,2
200703,6,1,5,1,3,0,2159,2007,2
200703,7,1,2,1,3,6,6142,2007,2
200703,7,1,2,1,3,6,6407,2007,2
200703,8,0,0,1,2,4,140814,2007,2
200703,8,0,0,1,2,4,142766,2007,2
200703,9,0,0,1,2,4,3611,2007,2
200703,9,0,0,1,2,4,3152,2007,2
200703,10,1,2,1,3,0,5000,2007,2
200703,10,1,2,1,3,0,4871,2007,2
200703,11,0,0,1,0,2,2968,2007,2
200703,11,0,0,1,0,2,3855,2007,2
200703,13,1,3,1,3,0,18010,2007,2
200703,13,1,3,1,3,0,17038,2007,2
200703,14,1,2,1,3,0,11304,2007,2
200703,14,1,2,1,3,0,11054,2007,2
200703,15,1,2,1,3,0,11874,2007,2
200703,15,1,2,1,3,0,10295,2007,2
200703,16,0,0,1,0,2,58985,2007,2
200703,16,0,0,1,0,2,59790,2007,2
200703,17,1,2,1,3,6,14629,2007,2
200703,17,1,2,1,3,6,12872,2007,2
200703,18,0,0,0,0,2,23221,2007,2
200703,18,0,0,0,0,2,22811,2007,2
200703,19,0,0,1,0,2,7598,2007,2
200703,19,0,0,1,0,2,7421,2007,2
200703,20,0,0,1,0,1,4916,2007,2
200703,20,0,0,1,0,1,4747,2007,2
200703,23,1,2,1,3,0,8572,2007,2
200703,23,1,2,1,3,0,9121,2007,2
200703,24,1,3,1,3,0,9186,2007,2
200703,24,1,3,1,3,0,9089,2007,2
200703,25,1,2,1,3,0,4410,2007,2
200703,25,1,2,1,3,0,3981,2007,2
200703,26,1,3,1,3,6,19163,2007,2
200703,26,1,3,1,3,6,19923,2007,2
200703,27,0,0,1,0,1,1133,2007,2
200703,27,0,0,1,0,1,1248,2007,2
200703,28,1,5,1,3,6,5893,2007,2
200703,28,1,5,1,3,6,5242,2007,2
200703,29,0,0,1,2,4,2083,2007,2
200703,29,0,0,1,2,4,3799,2007,2
200703,30,0,0,1,0,2,42845,2007,2
200703,30,0,0,1,0,2,44505,2007,2
200703,30,1,2,1,3,0,7142,2007,2
200703,30,1,2,1,3,0,7273,2007,2
200703,31,1,2,1,3,0,13559,2007,2
200703,31,1,2,1,3,0,10462,2007,2
200703,44,1,4,1,3,0,4450,2007,2
200703,44,1,4,1,3,0,3528,2007,2
200703,32,1,2,1,3,6,17656,2007,2
200703,32,1,2,1,3,6,16061,2007,2
